"","GeneName","EnsemblId","esti","pval","nbSegOver","plot","regionName"
"191","HSPBAP1","ENSG00000169087",0.06,"0.37",2,"reg_3-122460001-122730000-270_ENSG00000169087_HSPBAP1.png","3-122460001-122730000-270"
"192","DIRC2","ENSG00000138463",NA,"NA",0,NA,"3-122460001-122730000-270"
"193","SEMA5B","ENSG00000082684",-0.22,"0.9",4,"reg_3-122460001-122730000-270_ENSG00000082684_SEMA5B.png","3-122460001-122730000-270"
"194","PDIA5","ENSG00000065485",-0.24,"0.92",7,"reg_3-122760001-123570000-810_ENSG00000065485_PDIA5.png","3-122760001-123570000-810"
"195","SEC22A","ENSG00000121542",0.05,"0.4",3,"reg_3-122760001-123570000-810_ENSG00000121542_SEC22A.png","3-122760001-123570000-810"
"196","ADCY5","ENSG00000173175",-0.07,"0.66",6,"reg_3-122760001-123570000-810_ENSG00000173175_ADCY5.png","3-122760001-123570000-810"
"197","PTPLB","ENSG00000206527",NA,"NA",0,NA,"3-122760001-123570000-810"
"198","MYLK","ENSG00000065534",-0.07,"0.66",9,"reg_3-122760001-123570000-810_ENSG00000065534_MYLK.png","3-122760001-123570000-810"
"199","SLC33A1","ENSG00000169359",0.14,"0.21",1,"reg_3-155550001-157200000-1650_ENSG00000169359_SLC33A1.png","3-155550001-157200000-1650"
"200","GMPS","ENSG00000163655",-0.08,"0.69",3,"reg_3-155550001-157200000-1650_ENSG00000163655_GMPS.png","3-155550001-157200000-1650"
"201","KCNAB1","ENSG00000169282",0.28,"0.056",18,"reg_3-155550001-157200000-1650_ENSG00000169282_KCNAB1.png","3-155550001-157200000-1650"
"202","SSR3","ENSG00000114850",0.08,"0.31",2,"reg_3-155550001-157200000-1650_ENSG00000114850_SSR3.png","3-155550001-157200000-1650"
"203","TIPARP","ENSG00000163659",0.02,"0.45",2,"reg_3-155550001-157200000-1650_ENSG00000163659_TIPARP.png","3-155550001-157200000-1650"
"204","LEKR1","ENSG00000197980",-0.01,"0.53",8,"reg_3-155550001-157200000-1650_ENSG00000197980_LEKR1.png","3-155550001-157200000-1650"
"205","CCNL1","ENSG00000163660",0.25,"0.07",2,"reg_3-155550001-157200000-1650_ENSG00000163660_CCNL1.png","3-155550001-157200000-1650"
"206","VEPH1","ENSG00000197415",-0.02,"0.55",8,"reg_3-155550001-157200000-1650_ENSG00000197415_VEPH1.png","3-155550001-157200000-1650"
"207","PTX3","ENSG00000163661",-0.06,"0.63",1,"reg_3-155550001-157200000-1650_ENSG00000163661_PTX3.png","3-155550001-157200000-1650"
"208","KPNA4","ENSG00000186432",-0.06,"0.63",2,"reg_3-160230001-160650000-420_ENSG00000186432_KPNA4.png","3-160230001-160650000-420"
"209","ARL14","ENSG00000179674",0.06,"0.37",1,"reg_3-160230001-160650000-420_ENSG00000179674_ARL14.png","3-160230001-160650000-420"
"210","PPM1L","ENSG00000163590",-0.01,"0.52",10,"reg_3-160230001-160650000-420_ENSG00000163590_PPM1L.png","3-160230001-160650000-420"
"211","PPM1L","ENSG00000163590",-0.01,"0.52",10,"reg_3-160680001-162510000-1830_ENSG00000163590_PPM1L.png","3-160680001-162510000-1830"
"212","B3GALNT1","ENSG00000169255",-0.28,"0.95",1,"reg_3-160680001-162510000-1830_ENSG00000169255_B3GALNT1.png","3-160680001-162510000-1830"
"213","NMD3","ENSG00000169251",-0.16,"0.83",6,"reg_3-160680001-162510000-1830_ENSG00000169251_NMD3.png","3-160680001-162510000-1830"
"214","SPTSSB","ENSG00000196542",-0.09,"0.7",2,"reg_3-160680001-162510000-1830_ENSG00000196542_SPTSSB.png","3-160680001-162510000-1830"
"215","OTOL1","ENSG00000182447",0.25,"0.11",2,"reg_3-160680001-162510000-1830_ENSG00000182447_OTOL1.png","3-160680001-162510000-1830"
"216","OTOL1","ENSG00000182447",0.25,"0.11",2,"reg_3-162630001-162750000-120_ENSG00000182447_OTOL1.png","3-162630001-162750000-120"
"217","SI","ENSG00000090402",NA,"NA",5,"reg_3-162780001-163590000-810_ENSG00000090402_SI.png","3-162780001-163590000-810"
"218","SI","ENSG00000090402",NA,"NA",5,"reg_3-163620001-163710000-90_ENSG00000090402_SI.png","3-163620001-163710000-90"
"219","SI","ENSG00000090402",NA,"NA",5,"reg_3-163740001-170370000-6630_ENSG00000090402_SI.png","3-163740001-170370000-6630"
"220","SLITRK3","ENSG00000121871",-0.05,"0.61",2,"reg_3-163740001-170370000-6630_ENSG00000121871_SLITRK3.png","3-163740001-170370000-6630"
"221","BCHE","ENSG00000114200",-0.19,"0.85",3,"reg_3-163740001-170370000-6630_ENSG00000114200_BCHE.png","3-163740001-170370000-6630"
"222","ZBBX","ENSG00000169064",0.14,"0.21",5,"reg_3-163740001-170370000-6630_ENSG00000169064_ZBBX.png","3-163740001-170370000-6630"
"223","SERPINI2","ENSG00000114204",0.01,"0.47",3,"reg_3-163740001-170370000-6630_ENSG00000114204_SERPINI2.png","3-163740001-170370000-6630"
"224","WDR49","ENSG00000174776",0.04,"0.41",7,"reg_3-163740001-170370000-6630_ENSG00000174776_WDR49.png","3-163740001-170370000-6630"
"225","PDCD10","ENSG00000114209",-0.12,"0.76",2,"reg_3-163740001-170370000-6630_ENSG00000114209_PDCD10.png","3-163740001-170370000-6630"
"226","SERPINI1","ENSG00000163536",0.2,"0.13",4,"reg_3-163740001-170370000-6630_ENSG00000163536_SERPINI1.png","3-163740001-170370000-6630"
"227","GOLIM4","ENSG00000173905",-0.18,"0.86",4,"reg_3-163740001-170370000-6630_ENSG00000173905_GOLIM4.png","3-163740001-170370000-6630"
"228","MECOM","ENSG00000085276",-0.05,"0.6",21,"reg_3-163740001-170370000-6630_ENSG00000085276_MECOM.png","3-163740001-170370000-6630"
"229","ACTRT3","ENSG00000184378",-0.1,"0.72",1,"reg_3-163740001-170370000-6630_ENSG00000184378_ACTRT3.png","3-163740001-170370000-6630"
"230","MYNN","ENSG00000085274",0.16,"0.17",2,"reg_3-163740001-170370000-6630_ENSG00000085274_MYNN.png","3-163740001-170370000-6630"
"231","LRRC34","ENSG00000171757",0.03,"0.42",2,"reg_3-163740001-170370000-6630_ENSG00000171757_LRRC34.png","3-163740001-170370000-6630"
"232","LRRIQ4","ENSG00000188306",0.14,"0.21",1,"reg_3-163740001-170370000-6630_ENSG00000188306_LRRIQ4.png","3-163740001-170370000-6630"
"233","LRRC31","ENSG00000114248",0.24,"0.095",2,"reg_3-163740001-170370000-6630_ENSG00000114248_LRRC31.png","3-163740001-170370000-6630"
"234","SAMD7","ENSG00000187033",0.35,"0.036",2,"reg_3-163740001-170370000-6630_ENSG00000187033_SAMD7.png","3-163740001-170370000-6630"
"235","SEC62","ENSG00000008952",0.05,"0.4",2,"reg_3-163740001-170370000-6630_ENSG00000008952_SEC62.png","3-163740001-170370000-6630"
"236","GPR160","ENSG00000173890",-0.08,"0.69",3,"reg_3-163740001-170370000-6630_ENSG00000173890_GPR160.png","3-163740001-170370000-6630"
"237","PHC3","ENSG00000173889",0.02,"0.45",4,"reg_3-163740001-170370000-6630_ENSG00000173889_PHC3.png","3-163740001-170370000-6630"
"238","PRKCI","ENSG00000163558",0.11,"0.26",4,"reg_3-163740001-170370000-6630_ENSG00000163558_PRKCI.png","3-163740001-170370000-6630"
"239","SKIL","ENSG00000136603",0.14,"0.21",2,"reg_3-163740001-170370000-6630_ENSG00000136603_SKIL.png","3-163740001-170370000-6630"
"240","CLDN11","ENSG00000013297",0.01,"0.48",13,"reg_3-163740001-170370000-6630_ENSG00000013297_CLDN11.png","3-163740001-170370000-6630"
"241","SLC7A14","ENSG00000013293",0.37,"0.017",5,"reg_3-163740001-170370000-6630_ENSG00000013293_SLC7A14.png","3-163740001-170370000-6630"
"242","CLDN11","ENSG00000013297",0.01,"0.48",13,"reg_3-170430001-170640000-210_ENSG00000013297_CLDN11.png","3-170430001-170640000-210"
"243","RPL22L1","ENSG00000163584",-0.16,"0.83",1,"reg_3-170430001-170640000-210_ENSG00000163584_RPL22L1.png","3-170430001-170640000-210"
"244","EIF5A2","ENSG00000163577",-0.16,"0.83",2,"reg_3-170430001-170640000-210_ENSG00000163577_EIF5A2.png","3-170430001-170640000-210"
"245","SLC2A2","ENSG00000163581",0.06,"0.39",2,"reg_3-170670001-172980000-2310_ENSG00000163581_SLC2A2.png","3-170670001-172980000-2310"
"246","TNIK","ENSG00000154310",-0.22,"0.89",14,"reg_3-170670001-172980000-2310_ENSG00000154310_TNIK.png","3-170670001-172980000-2310"
"247","PLD1","ENSG00000075651",0.07,"0.34",8,"reg_3-170670001-172980000-2310_ENSG00000075651_PLD1.png","3-170670001-172980000-2310"
"248","PP13439","ENSG00000183657",NA,"NA",0,NA,"3-170670001-172980000-2310"
"249","TMEM212","ENSG00000186329",0.39,"0.013",4,"reg_3-170670001-172980000-2310_ENSG00000186329_TMEM212.png","3-170670001-172980000-2310"
"250","FNDC3B","ENSG00000075420",0.1,"0.28",13,"reg_3-170670001-172980000-2310_ENSG00000075420_FNDC3B.png","3-170670001-172980000-2310"
"251","AC092964.2","ENSG00000267979",NA,"NA",0,NA,"3-170670001-172980000-2310"
"252","AC092964.1","ENSG00000203443",NA,"NA",0,NA,"3-170670001-172980000-2310"
"253","GHSR","ENSG00000121853",0.01,"0.48",1,"reg_3-170670001-172980000-2310_ENSG00000121853_GHSR.png","3-170670001-172980000-2310"
"254","TNFSF10","ENSG00000121858",0.16,"0.17",2,"reg_3-170670001-172980000-2310_ENSG00000121858_TNFSF10.png","3-170670001-172980000-2310"
"255","NCEH1","ENSG00000144959",-0.01,"0.52",4,"reg_3-170670001-172980000-2310_ENSG00000144959_NCEH1.png","3-170670001-172980000-2310"
"256","AC007919.2","ENSG00000269496",NA,"NA",0,NA,"3-170670001-172980000-2310"
"257","ECT2","ENSG00000114346",-0.05,"0.6",4,"reg_3-170670001-172980000-2310_ENSG00000114346_ECT2.png","3-170670001-172980000-2310"
"258","SPATA16","ENSG00000144962",0.11,"0.28",9,"reg_3-170670001-172980000-2310_ENSG00000144962_SPATA16.png","3-170670001-172980000-2310"
"259","NLGN1","ENSG00000169760",0.16,"0.18",30,"reg_3-173010001-173820000-810_ENSG00000169760_NLGN1.png","3-173010001-173820000-810"
"260","NLGN1","ENSG00000169760",0.16,"0.18",30,"reg_3-173850001-177360000-3510_ENSG00000169760_NLGN1.png","3-173850001-177360000-3510"
"261","NAALADL2","ENSG00000177694",0,"0.5",46,"reg_3-173850001-177360000-3510_ENSG00000177694_NAALADL2.png","3-173850001-177360000-3510"
"262","TBL1XR1","ENSG00000177565",0.22,"0.11",7,"reg_3-173850001-177360000-3510_ENSG00000177565_TBL1XR1.png","3-173850001-177360000-3510"
"263","KCNMB2","ENSG00000197584",-0.14,"0.79",20,"reg_3-177390001-178920000-1530_ENSG00000197584_KCNMB2.png","3-177390001-178920000-1530"
"264","ZMAT3","ENSG00000172667",-0.14,"0.79",3,"reg_3-177390001-178920000-1530_ENSG00000172667_ZMAT3.png","3-177390001-178920000-1530"
"265","PIK3CA","ENSG00000121879",0.23,"0.092",2,"reg_3-177390001-178920000-1530_ENSG00000121879_PIK3CA.png","3-177390001-178920000-1530"
"266","SOX2","ENSG00000181449",-0.2,"0.87",-18,"reg_3-180870001-181410000-540_ENSG00000181449_SOX2.png","3-180870001-181410000-540"
"267","ATP11B","ENSG00000058063",0.02,"0.45",5,"reg_3-181440001-185280000-3840_ENSG00000058063_ATP11B.png","3-181440001-185280000-3840"
"268","DCUN1D1","ENSG00000043093",0.15,"0.19",3,"reg_3-181440001-185280000-3840_ENSG00000043093_DCUN1D1.png","3-181440001-185280000-3840"
"269","MCCC1","ENSG00000078070",0.19,"0.14",4,"reg_3-181440001-185280000-3840_ENSG00000078070_MCCC1.png","3-181440001-185280000-3840"
"270","LAMP3","ENSG00000078081",0.25,"0.07",3,"reg_3-181440001-185280000-3840_ENSG00000078081_LAMP3.png","3-181440001-185280000-3840"
"271","MCF2L2","ENSG00000053524",0.38,"0.014",9,"reg_3-181440001-185280000-3840_ENSG00000053524_MCF2L2.png","3-181440001-185280000-3840"
"272","B3GNT5","ENSG00000176597",0.02,"0.45",2,"reg_3-181440001-185280000-3840_ENSG00000176597_B3GNT5.png","3-181440001-185280000-3840"
"273","KLHL6","ENSG00000172578",0.06,"0.37",4,"reg_3-181440001-185280000-3840_ENSG00000172578_KLHL6.png","3-181440001-185280000-3840"
"274","KLHL24","ENSG00000114796",0.1,"0.28",3,"reg_3-181440001-185280000-3840_ENSG00000114796_KLHL24.png","3-181440001-185280000-3840"
"275","YEATS2","ENSG00000163872",0.16,"0.17",5,"reg_3-181440001-185280000-3840_ENSG00000163872_YEATS2.png","3-181440001-185280000-3840"
"276","MAP6D1","ENSG00000180834",0.17,"0.16",2,"reg_3-181440001-185280000-3840_ENSG00000180834_MAP6D1.png","3-181440001-185280000-3840"
"277","PARL","ENSG00000175193",0.28,"0.052",3,"reg_3-181440001-185280000-3840_ENSG00000175193_PARL.png","3-181440001-185280000-3840"
"278","ABCC5","ENSG00000114770",0.25,"0.07",4,"reg_3-181440001-185280000-3840_ENSG00000114770_ABCC5.png","3-181440001-185280000-3840"
"279","HTR3D","ENSG00000186090",0.01,"0.48",2,"reg_3-181440001-185280000-3840_ENSG00000186090_HTR3D.png","3-181440001-185280000-3840"
"280","HTR3C","ENSG00000178084",0.16,"0.2",1,"reg_3-181440001-185280000-3840_ENSG00000178084_HTR3C.png","3-181440001-185280000-3840"
"281","HTR3E","ENSG00000186038",0.19,"0.16",1,"reg_3-181440001-185280000-3840_ENSG00000186038_HTR3E.png","3-181440001-185280000-3840"
"282","EIF2B5","ENSG00000145191",0.44,"0.0056",19,"reg_3-181440001-185280000-3840_ENSG00000145191_EIF2B5.png","3-181440001-185280000-3840"
"283","DVL3","ENSG00000161202",0.45,"0.0045",1,"reg_3-181440001-185280000-3840_ENSG00000161202_DVL3.png","3-181440001-185280000-3840"
"284","AP2M1","ENSG00000161203",0.18,"0.15",2,"reg_3-181440001-185280000-3840_ENSG00000161203_AP2M1.png","3-181440001-185280000-3840"
"285","ABCF3","ENSG00000161204",0.54,"0.00083",1,"reg_3-181440001-185280000-3840_ENSG00000161204_ABCF3.png","3-181440001-185280000-3840"
"286","VWA5B2","ENSG00000145198",0.14,"0.2",2,"reg_3-181440001-185280000-3840_ENSG00000145198_VWA5B2.png","3-181440001-185280000-3840"
"287","ALG3","ENSG00000214160",0.32,"0.032",1,"reg_3-181440001-185280000-3840_ENSG00000214160_ALG3.png","3-181440001-185280000-3840"
"288","ECE2","ENSG00000145194",-0.02,"0.53",2,"reg_3-181440001-185280000-3840_ENSG00000145194_ECE2.png","3-181440001-185280000-3840"
"289","CAMK2N2","ENSG00000163888",0.05,"0.38",1,"reg_3-181440001-185280000-3840_ENSG00000163888_CAMK2N2.png","3-181440001-185280000-3840"
"290","PSMD2","ENSG00000175166",0.32,"0.032",2,"reg_3-181440001-185280000-3840_ENSG00000175166_PSMD2.png","3-181440001-185280000-3840"
"291","EIF4G1","ENSG00000114867",0.31,"0.038",2,"reg_3-181440001-185280000-3840_ENSG00000114867_EIF4G1.png","3-181440001-185280000-3840"
"292","FAM131A","ENSG00000175182",0.2,"0.12",1,"reg_3-181440001-185280000-3840_ENSG00000175182_FAM131A.png","3-181440001-185280000-3840"
"293","CLCN2","ENSG00000114859",0.35,"0.022",1,"reg_3-181440001-185280000-3840_ENSG00000114859_CLCN2.png","3-181440001-185280000-3840"
"294","POLR2H","ENSG00000163882",0.19,"0.14",2,"reg_3-181440001-185280000-3840_ENSG00000163882_POLR2H.png","3-181440001-185280000-3840"
"295","THPO","ENSG00000090534",0.2,"0.12",1,"reg_3-181440001-185280000-3840_ENSG00000090534_THPO.png","3-181440001-185280000-3840"
"296","CHRD","ENSG00000090539",0.1,"0.28",1,"reg_3-181440001-185280000-3840_ENSG00000090539_CHRD.png","3-181440001-185280000-3840"
"297","RP11-433C9.2","ENSG00000224153",NA,"NA",0,NA,"3-181440001-185280000-3840"
"298","EPHB3","ENSG00000182580",0.06,"0.37",2,"reg_3-181440001-185280000-3840_ENSG00000182580_EPHB3.png","3-181440001-185280000-3840"
"299","MAGEF1","ENSG00000177383",0.16,"0.17",1,"reg_3-181440001-185280000-3840_ENSG00000177383_MAGEF1.png","3-181440001-185280000-3840"
"300","VPS8","ENSG00000156931",0.36,"0.019",10,"reg_3-181440001-185280000-3840_ENSG00000156931_VPS8.png","3-181440001-185280000-3840"
"301","C3orf70","ENSG00000187068",0.18,"0.15",4,"reg_3-181440001-185280000-3840_ENSG00000187068_C3orf70.png","3-181440001-185280000-3840"
"302","EHHADH","ENSG00000113790",0.02,"0.45",4,"reg_3-181440001-185280000-3840_ENSG00000113790_EHHADH.png","3-181440001-185280000-3840"
"303","MAP3K13","ENSG00000073803",0.08,"0.31",8,"reg_3-181440001-185280000-3840_ENSG00000073803_MAP3K13.png","3-181440001-185280000-3840"
"304","TMEM41A","ENSG00000163900",0.59,"0.00028",1,"reg_3-181440001-185280000-3840_ENSG00000163900_TMEM41A.png","3-181440001-185280000-3840"
"305","LIPH","ENSG00000163898",0.37,"0.015",2,"reg_3-181440001-185280000-3840_ENSG00000163898_LIPH.png","3-181440001-185280000-3840"
"306","SENP2","ENSG00000163904",0.15,"0.19",2,"reg_3-185310001-186420000-1110_ENSG00000163904_SENP2.png","3-185310001-186420000-1110"
"307","IGF2BP2","ENSG00000073792",0.27,"0.06",7,"reg_3-185310001-186420000-1110_ENSG00000073792_IGF2BP2.png","3-185310001-186420000-1110"
"308","C3orf65","ENSG00000163915",NA,"NA",0,NA,"3-185310001-186420000-1110"
"309","TRA2B","ENSG00000136527",0.18,"0.15",2,"reg_3-185310001-186420000-1110_ENSG00000136527_TRA2B.png","3-185310001-186420000-1110"
"310","ETV5","ENSG00000244405",-0.01,"0.52",3,"reg_3-185310001-186420000-1110_ENSG00000244405_ETV5.png","3-185310001-186420000-1110"
"311","DGKG","ENSG00000058866",0.11,"0.26",9,"reg_3-185310001-186420000-1110_ENSG00000058866_DGKG.png","3-185310001-186420000-1110"
"312","CRYGS","ENSG00000213139",0.39,"0.013",1,"reg_3-185310001-186420000-1110_ENSG00000213139_CRYGS.png","3-185310001-186420000-1110"
"313","TBCCD1","ENSG00000113838",0.07,"0.34",2,"reg_3-185310001-186420000-1110_ENSG00000113838_TBCCD1.png","3-185310001-186420000-1110"
"314","DNAJB11","ENSG00000090520",0.65,"8.8e-05",2,"reg_3-185310001-186420000-1110_ENSG00000090520_DNAJB11.png","3-185310001-186420000-1110"
"315","AHSG","ENSG00000145192",0.29,"0.057",1,"reg_3-185310001-186420000-1110_ENSG00000145192_AHSG.png","3-185310001-186420000-1110"
"316","FETUB","ENSG00000090512",0.33,"0.033",2,"reg_3-185310001-186420000-1110_ENSG00000090512_FETUB.png","3-185310001-186420000-1110"
"317","HRG","ENSG00000113905",0.42,"0.0069",2,"reg_3-185310001-186420000-1110_ENSG00000113905_HRG.png","3-185310001-186420000-1110"
"318","FGF12","ENSG00000114279",0.26,"0.065",22,"reg_3-191550001-192660000-1110_ENSG00000114279_FGF12.png","3-191550001-192660000-1110"
"319","MB21D2","ENSG00000180611",0.01,"0.47",5,"reg_3-191550001-192660000-1110_ENSG00000180611_MB21D2.png","3-191550001-192660000-1110"
"320","MB21D2","ENSG00000180611",0.01,"0.47",5,"reg_3-192690001-192870000-180_ENSG00000180611_MB21D2.png","3-192690001-192870000-180"
"321","HRASLS","ENSG00000127252",-0.03,"0.58",3,"reg_3-192900001-193590000-690_ENSG00000127252_HRASLS.png","3-192900001-193590000-690"
"322","ATP13A5","ENSG00000187527",0.33,"0.033",4,"reg_3-192900001-193590000-690_ENSG00000187527_ATP13A5.png","3-192900001-193590000-690"
"323","ATP13A4","ENSG00000127249",0.1,"0.28",7,"reg_3-192900001-193590000-690_ENSG00000127249_ATP13A4.png","3-192900001-193590000-690"
"324","OPA1","ENSG00000198836",0.07,"0.34",5,"reg_3-192900001-193590000-690_ENSG00000198836_OPA1.png","3-192900001-193590000-690"
"325","CPN2","ENSG00000178772",0.15,"0.21",2,"reg_3-193980001-195180000-1200_ENSG00000178772_CPN2.png","3-193980001-195180000-1200"
"326","LRRC15","ENSG00000172061",0.18,"0.19",1,"reg_3-193980001-195180000-1200_ENSG00000172061_LRRC15.png","3-193980001-195180000-1200"
"327","GP5","ENSG00000178732",0.11,"0.28",1,"reg_3-193980001-195180000-1200_ENSG00000178732_GP5.png","3-193980001-195180000-1200"
"328","ATP13A3","ENSG00000133657",-0.01,"0.52",4,"reg_3-193980001-195180000-1200_ENSG00000133657_ATP13A3.png","3-193980001-195180000-1200"
"329","TMEM44","ENSG00000145014",-0.08,"0.69",3,"reg_3-193980001-195180000-1200_ENSG00000145014_TMEM44.png","3-193980001-195180000-1200"
"330","LSG1","ENSG00000041802",0.33,"0.027",2,"reg_3-193980001-195180000-1200_ENSG00000041802_LSG1.png","3-193980001-195180000-1200"
"331","FAM43A","ENSG00000185112",0.08,"0.31",1,"reg_3-193980001-195180000-1200_ENSG00000185112_FAM43A.png","3-193980001-195180000-1200"
"332","XXYLT1","ENSG00000173950",0.22,"0.11",8,"reg_3-193980001-195180000-1200_ENSG00000173950_XXYLT1.png","3-193980001-195180000-1200"
"333","ACAP2","ENSG00000114331",0.16,"0.17",7,"reg_3-193980001-195180000-1200_ENSG00000114331_ACAP2.png","3-193980001-195180000-1200"
"334","PPP1R2","ENSG00000184203",0.02,"0.45",2,"reg_3-195240001-195330000-90_ENSG00000184203_PPP1R2.png","3-195240001-195330000-90"
"335","APOD","ENSG00000189058",-0.01,"0.52",2,"reg_3-195240001-195330000-90_ENSG00000189058_APOD.png","3-195240001-195330000-90"
"336","MUC20","ENSG00000176945",0.42,"0.0069",1,"reg_3-195450001-195480000-30_ENSG00000176945_MUC20.png","3-195450001-195480000-30"
"337","MUC4","ENSG00000145113",0.23,"0.092",2,"reg_3-195450001-195480000-30_ENSG00000145113_MUC4.png","3-195450001-195480000-30"
"338","MUC4","ENSG00000145113",0.23,"0.092",2,"reg_3-195510001-195660000-150_ENSG00000145113_MUC4.png","3-195510001-195660000-150"
"339","TNK2","ENSG00000061938",0.33,"0.027",3,"reg_3-195510001-195660000-150_ENSG00000061938_TNK2.png","3-195510001-195660000-150"
"340","TFRC","ENSG00000072274",-0.01,"0.52",2,"reg_3-195750001-195900000-150_ENSG00000072274_TFRC.png","3-195750001-195900000-150"
"341","ZDHHC19","ENSG00000163958",-0.21,"0.89",1,"reg_3-195930001-196260000-330_ENSG00000163958_ZDHHC19.png","3-195930001-196260000-330"
"342","SLC51A","ENSG00000163959",0.2,"0.12",2,"reg_3-195930001-196260000-330_ENSG00000163959_SLC51A.png","3-195930001-196260000-330"
"343","PCYT1A","ENSG00000161217",0.4,"0.01",3,"reg_3-195930001-196260000-330_ENSG00000161217_PCYT1A.png","3-195930001-196260000-330"
"344","RP11-447L10.1","ENSG00000272741",NA,"NA",0,NA,"3-195930001-196260000-330"
"345","TCTEX1D2","ENSG00000213123",-0.1,"0.72",2,"reg_3-195930001-196260000-330_ENSG00000213123_TCTEX1D2.png","3-195930001-196260000-330"
"346","TM4SF19","ENSG00000273331",NA,"NA",0,NA,"3-195930001-196260000-330"
"347","TM4SF19","ENSG00000145107",0.42,"0.0069",2,"reg_3-195930001-196260000-330_ENSG00000145107_TM4SF19.png","3-195930001-196260000-330"
"348","UBXN7","ENSG00000163960",-0.01,"0.52",4,"reg_3-195930001-196260000-330_ENSG00000163960_UBXN7.png","3-195930001-196260000-330"
"349","RNF168","ENSG00000163961",0.02,"0.45",3,"reg_3-195930001-196260000-330_ENSG00000163961_RNF168.png","3-195930001-196260000-330"
